situation,mean,std,best,worst,avg_time
situation_1.json,51198.35034162436,3168.980652050905,59044.97998485693,47141.17640725883,0.1615337371826171
situation_2.json,52941.29837398901,2429.5409855767834,56054.732099557354,48752.951717706266,0.34916503429412843
